SUBCOUNTY,HEALTH FACILITY,PERIOD,POPN,BCG,Polio0,HepB0,Polio1,Polio2,Polio3,IPV,IPV2,PENTA1,PENTA2,PENTA3,PCV1,PCV2,PCV3,Rota1 ,Rota2,Rota3,MR1,YF,Fully_imm,MR2,HPV1-Dose 1,HPV2-Dose 2,VitA1,VitA2,DEW1,DEW2,BCG_POLIO_TARGET,EPI_TARGET,HPV_TARGET,DEW_TARGET,VITA_TARGET
Kyampisi Subcounty,Kyampisi Subcounty,Mar-25,4875,212,161,63,357,258,287,311,226,277,245,268,272,251,272,285,246,214,212,189,155,88,8,6,388,585,64,30,236.4,209.6,75.1,2032.9,882.4
Mpatta Subcounty,Bugoye Health Centre II,Jul-24,250,9,9,4,22,24,24,22,24,22,24,24,22,24,24,22,24,24,24,23,24,10,0,0,13,29,29,280,12.1,10.8,3.9,104.3,45.3
Mpatta Subcounty,Bugoye Health Centre II,Aug-24,250,12,10,5,25,20,18,25,18,25,20,18,25,20,18,25,20,18,20,20,20,0,0,0,47,78,20,86,12.1,10.8,3.9,104.3,45.3
Mpatta Subcounty,Bugoye Health Centre II,Sep-24,250,9,4,4,10,14,8,10,14,10,14,8,10,14,8,10,14,8,9,24,9,1,0,0,23,1,7,1,12.1,10.8,3.9,104.3,45.3
Mpatta Subcounty,Bugoye Health Centre II,Oct-24,250,11,8,11,20,22,30,20,30,20,22,30,20,22,30,20,22,30,17,17,17,0,0,0,0,0,0,0,12.1,10.8,3.9,104.3,45.3
Mpatta Subcounty,Bugoye Health Centre II,Nov-24,250,17,17,2,33,22,32,33,29,33,22,32,31,22,32,33,22,32,23,23,22,0,37,91,92,30,383,290,12.1,10.8,3.9,104.3,45.3
Mpatta Subcounty,Bugoye Health Centre II,Dec-24,250,12,12,0,22,20,23,30,23,30,20,23,30,20,23,30,20,23,14,14,14,5,0,0,12,41,41,0,12.1,10.8,3.9,104.3,45.3
Mpatta Subcounty,Bugoye Health Centre II,Jan-25,250,9,9,0,32,26,25,27,15,32,26,25,32,26,25,32,26,25,23,10,23,0,0,0,33,0,48,49,12.1,10.8,3.9,104.3,45.3
Mpatta Subcounty,Bugoye Health Centre II,Feb-25,250,6,6,4,19,25,32,19,32,19,25,32,19,25,32,19,25,32,338,70,98,0,0,0,20,0,164,0,12.1,10.8,3.9,104.3,45.3
Mpatta Subcounty,Bugoye Health Centre II,Mar-25,250,7,7,0,31,32,26,31,15,31,32,26,31,32,26,31,32,0,21,0,21,0,0,0,0,0,0,0,12.1,10.8,3.9,104.3,45.3
Mpatta Subcounty,Kabanga Health Centre III,Jul-24,1600,59,40,34,31,40,34,71,33,31,40,34,31,40,34,31,40,34,26,27,18,13,0,0,57,27,40,23,77.6,68.8,24.6,667.2,289.6
Mpatta Subcounty,Kabanga Health Centre III,Aug-24,1600,51,41,31,58,42,52,113,52,58,42,52,58,42,52,58,42,52,31,32,4,20,0,38,95,0,123,0,77.6,68.8,24.6,667.2,289.6
Mpatta Subcounty,Kabanga Health Centre III,Sep-24,1600,61,48,32,75,66,45,112,39,75,66,45,75,66,45,75,66,45,39,39,29,12,7,46,0,212,0,1511,77.6,68.8,24.6,667.2,289.6
Mpatta Subcounty,Kabanga Health Centre III,Oct-24,1600,54,36,18,45,76,85,148,85,45,76,73,45,76,85,45,76,85,37,37,37,42,21,74,0,0,0,0,77.6,68.8,24.6,667.2,289.6
Mpatta Subcounty,Kabanga Health Centre III,Nov-24,1600,41,24,8,83,55,83,166,83,83,55,83,83,55,83,83,55,86,46,55,13,13,495,156,0,0,0,0,77.6,68.8,24.6,667.2,289.6
Mpatta Subcounty,Kabanga Health Centre III,Dec-24,1600,47,33,24,58,73,60,118,60,58,73,60,58,73,60,58,73,60,34,35,0,14,0,0,0,101,0,70,77.6,68.8,24.6,667.2,289.6
Mpatta Subcounty,Kabanga Health Centre III,Jan-25,1600,41,21,20,62,56,61,121,61,62,56,61,62,56,61,62,56,61,49,51,8,24,0,0,96,107,71,58,77.6,68.8,24.6,667.2,289.6
Mpatta Subcounty,Kabanga Health Centre III,Feb-25,1600,56,43,20,52,67,81,133,61,52,67,81,52,67,81,52,67,61,2197,51,10,20,0,0,102,63,90,60,77.6,68.8,24.6,667.2,289.6
Mpatta Subcounty,Kabanga Health Centre III,Mar-25,1600,54,37,34,57,46,52,111,54,57,43,42,57,43,42,57,43,52,52,46,16,35,0,0,95,187,99,95,77.6,68.8,24.6,667.2,289.6
Mpatta Subcounty,Mpatta Subcounty,Jul-24,1850,68,49,38,53,64,58,93,57,53,64,58,53,64,58,53,64,58,50,50,42,23,0,0,70,56,69,303,89.7,79.6,28.5,771.5,334.9
Mpatta Subcounty,Mpatta Subcounty,Aug-24,1850,63,51,36,83,62,70,138,70,83,62,70,83,62,70,83,62,70,51,52,24,20,0,38,142,78,143,86,89.7,79.6,28.5,771.5,334.9
Mpatta Subcounty,Mpatta Subcounty,Sep-24,1850,70,52,36,85,80,53,122,53,85,80,53,85,80,53,85,80,53,48,63,38,13,7,46,23,213,7,1512,89.7,79.6,28.5,771.5,334.9
Mpatta Subcounty,Mpatta Subcounty,Oct-24,1850,65,44,29,65,98,115,168,115,65,98,103,65,98,115,65,98,115,54,54,54,42,21,74,0,0,0,0,89.7,79.6,28.5,771.5,334.9
Mpatta Subcounty,Mpatta Subcounty,Nov-24,1850,58,41,10,116,77,115,199,112,116,77,115,114,77,115,116,77,118,69,78,35,13,532,247,92,30,383,290,89.7,79.6,28.5,771.5,334.9
Mpatta Subcounty,Mpatta Subcounty,Dec-24,1850,59,45,24,80,93,83,148,83,88,93,83,88,93,83,88,93,83,48,49,14,19,0,0,12,142,41,70,89.7,79.6,28.5,771.5,334.9
Mpatta Subcounty,Mpatta Subcounty,Jan-25,1850,50,30,20,94,82,86,148,76,94,82,86,94,82,86,94,82,86,72,61,31,24,0,0,129,107,119,107,89.7,79.6,28.5,771.5,334.9
Mpatta Subcounty,Mpatta Subcounty,Feb-25,1850,62,49,24,71,92,113,152,93,71,92,113,71,92,113,71,92,93,2535,121,108,20,0,0,122,63,254,60,89.7,79.6,28.5,771.5,334.9
Mpatta Subcounty,Mpatta Subcounty,Mar-25,1850,61,44,34,88,78,78,142,69,88,75,68,88,75,68,88,75,52,73,46,37,35,0,0,95,187,99,95,89.7,79.6,28.5,771.5,334.9
Mpunge Subcounty,Mpunge Health Centre III,Jul-24,1508.3,50,0,8,36,30,37,77,22,39,33,37,37,31,34,36,30,37,39,39,39,35,0,0,87,0,62,0,73.2,64.9,23.2,629,273
Mpunge Subcounty,Mpunge Health Centre III,Aug-24,1508.3,45,0,22,32,33,26,47,17,36,39,29,34,36,28,31,36,0,34,25,34,24,60,51,14,2,109,0,73.2,64.9,23.2,629,273
Mpunge Subcounty,Mpunge Health Centre III,Sep-24,1508.3,38,0,19,58,38,37,56,34,54,39,34,57,40,35,53,39,30,36,39,37,29,0,0,24,12,70,0,73.2,64.9,23.2,629,273
Mpunge Subcounty,Mpunge Health Centre III,Oct-24,1508.3,34,0,11,35,47,27,79,38,46,45,25,47,39,26,45,45,37,39,31,36,14,332,201,1220,0,3157,0,73.2,64.9,23.2,629,273
Mpunge Subcounty,Mpunge Health Centre III,Nov-24,1508.3,41,0,11,69,110,111,66,108,89,110,117,69,113,91,42,67,67,81,63,81,382,0,0,540,131,27,1057,73.2,64.9,23.2,629,273
Mpunge Subcounty,Mpunge Health Centre III,Dec-24,1508.3,28,0,12,34,24,32,39,39,39,40,34,43,34,45,46,38,45,29,18,21,0,0,0,25,51,58,72,73.2,64.9,23.2,629,273
Mpunge Subcounty,Mpunge Health Centre III,Jan-25,1508.3,50,0,22,38,37,26,58,40,60,50,39,62,49,40,64,53,38,44,44,44,24,0,0,101,285,105,70,73.2,64.9,23.2,629,273
Mpunge Subcounty,Mpunge Health Centre III,Feb-25,1508.3,32,23,11,56,45,25,82,28,56,47,25,56,47,25,56,36,21,29,31,29,0,0,0,51,20,0,0,73.2,64.9,23.2,629,273
Mpunge Subcounty,Mpunge Health Centre III,Mar-25,1508.3,38,25,9,42,60,37,36,37,39,68,44,37,59,37,40,65,47,31,46,31,0,0,0,70,0,0,0,73.2,64.9,23.2,629,273
Mpunge Subcounty,Mpunge Subcounty,Jul-24,1508.3,50,0,8,36,30,37,77,22,39,33,37,37,31,34,36,30,37,39,39,39,35,0,0,87,0,62,0,73.2,64.9,23.2,629,273
Mpunge Subcounty,Mpunge Subcounty,Aug-24,1508.3,45,0,22,32,33,26,47,17,36,39,29,34,36,28,31,36,0,34,25,34,24,60,51,14,2,109,0,73.2,64.9,23.2,629,273
Mpunge Subcounty,Mpunge Subcounty,Sep-24,1508.3,38,0,19,58,38,37,56,34,54,39,34,57,40,35,53,39,30,36,39,37,29,0,0,24,12,70,0,73.2,64.9,23.2,629,273
Mpunge Subcounty,Mpunge Subcounty,Oct-24,1508.3,34,0,11,35,47,27,79,38,46,45,25,47,39,26,45,45,37,39,31,36,14,332,201,1220,0,3157,0,73.2,64.9,23.2,629,273
Mpunge Subcounty,Mpunge Subcounty,Nov-24,1508.3,41,0,11,69,110,111,66,108,89,110,117,69,113,91,42,67,67,81,63,81,382,0,0,540,131,27,1057,73.2,64.9,23.2,629,273
Mpunge Subcounty,Mpunge Subcounty,Dec-24,1508.3,28,0,12,34,24,32,39,39,39,40,34,43,34,45,46,38,45,29,18,21,0,0,0,25,51,58,72,73.2,64.9,23.2,629,273
Mpunge Subcounty,Mpunge Subcounty,Jan-25,1508.3,50,0,22,38,37,26,58,40,60,50,39,62,49,40,64,53,38,44,44,44,24,0,0,101,285,105,70,73.2,64.9,23.2,629,273
Mpunge Subcounty,Mpunge Subcounty,Feb-25,1508.3,32,23,11,56,45,25,82,28,56,47,25,56,47,25,56,36,21,29,31,29,0,0,0,51,20,0,0,73.2,64.9,23.2,629,273
Mpunge Subcounty,Mpunge Subcounty,Mar-25,1508.3,38,25,9,42,60,37,36,37,39,68,44,37,59,37,40,65,47,31,46,31,0,0,0,70,0,0,0,73.2,64.9,23.2,629,273
Nakifuma-Naggalama Town Council,St. Francis Naggalama Hospital,Jul-24,2266.7,130,123,120,126,127,125,125,125,126,127,125,125,126,123,127,127,125,128,125,125,35,2,0,70,122,150,172,109.9,97.5,34.9,945.2,410.3
Nakifuma-Naggalama Town Council,St. Francis Naggalama Hospital,Aug-24,2266.7,131,120,120,127,126,127,131,124,126,124,126,124,121,128,125,124,126,126,128,126,50,0,0,104,75,140,464,109.9,97.5,34.9,945.2,410.3
Nakifuma-Naggalama Town Council,St. Francis Naggalama Hospital,Sep-24,2266.7,136,130,130,131,112,125,120,113,141,112,125,131,113,125,130,114,125,123,123,97,45,3,0,141,78,329,449,109.9,97.5,34.9,945.2,410.3
Nakifuma-Naggalama Town Council,St. Francis Naggalama Hospital,Oct-24,2266.7,131,100,10,127,136,122,119,127,128,126,124,128,136,122,128,121,124,125,125,130,0,44,5,129,975,1396,986,109.9,97.5,34.9,945.2,410.3
Nakifuma-Naggalama Town Council,St. Francis Naggalama Hospital,Nov-24,2266.7,170,160,160,165,160,169,165,163,165,160,169,166,160,169,165,159,168,305,150,305,189,0,0,360,3137,2855,3820,109.9,97.5,34.9,945.2,410.3
Nakifuma-Naggalama Town Council,St. Francis Naggalama Hospital,Dec-24,2266.7,129,0,0,0,0,0,128,127,124,112,118,122,102,125,124,109,125,124,114,109,56,0,0,132,185,0,0,109.9,97.5,34.9,945.2,410.3
Nakifuma-Naggalama Town Council,St. Francis Naggalama Hospital,Jan-25,2266.7,151,55,0,145,63,157,171,0,166,142,141,176,144,145,158,136,0,136,0,48,29,0,0,88,78,0,0,109.9,97.5,34.9,945.2,410.3
Nakifuma-Naggalama Town Council,St. Francis Naggalama Hospital,Feb-25,2266.7,125,115,0,127,111,137,124,0,127,110,127,130,108,135,128,121,0,126,0,104,0,0,0,203,205,0,0,109.9,97.5,34.9,945.2,410.3
Nakifuma-Naggalama Town Council,St. Francis Naggalama Hospital,Mar-25,2266.7,125,125,0,131,110,129,131,0,131,111,129,132,111,132,131,110,0,133,0,47,69,0,0,165,600,0,0,109.9,97.5,34.9,945.2,410.3
Nakifuma-Naggalama Town Council,Nakifuma-Naggalama Town Council,Jul-24,2266.7,130,123,120,126,127,125,125,125,126,127,125,125,126,123,127,127,125,128,125,125,35,2,0,70,122,150,172,109.9,97.5,34.9,945.2,410.3
Nakifuma-Naggalama Town Council,Nakifuma-Naggalama Town Council,Aug-24,2266.7,131,120,120,127,126,127,131,124,126,124,126,124,121,128,125,124,126,126,128,126,50,0,0,104,75,140,464,109.9,97.5,34.9,945.2,410.3
Nakifuma-Naggalama Town Council,Nakifuma-Naggalama Town Council,Sep-24,2266.7,136,130,130,131,112,125,120,113,141,112,125,131,113,125,130,114,125,123,123,97,45,3,0,141,78,329,449,109.9,97.5,34.9,945.2,410.3
Nakifuma-Naggalama Town Council,Nakifuma-Naggalama Town Council,Oct-24,2266.7,131,100,10,127,136,122,119,127,128,126,124,128,136,122,128,121,124,125,125,130,0,44,5,129,975,1396,986,109.9,97.5,34.9,945.2,410.3
Nakifuma-Naggalama Town Council,Nakifuma-Naggalama Town Council,Nov-24,2266.7,170,160,160,165,160,169,165,163,165,160,169,166,160,169,165,159,168,305,150,305,189,0,0,360,3137,2855,3820,109.9,97.5,34.9,945.2,410.3
Nakifuma-Naggalama Town Council,Nakifuma-Naggalama Town Council,Dec-24,2266.7,129,0,0,0,0,0,128,127,124,112,118,122,102,125,124,109,125,124,114,109,56,0,0,132,185,0,0,109.9,97.5,34.9,945.2,410.3
Nakifuma-Naggalama Town Council,Nakifuma-Naggalama Town Council,Jan-25,2266.7,151,55,0,145,63,157,171,0,166,142,141,176,144,145,158,136,0,136,0,48,29,0,0,88,78,0,0,109.9,97.5,34.9,945.2,410.3
Nakifuma-Naggalama Town Council,Nakifuma-Naggalama Town Council,Feb-25,2266.7,125,115,0,127,111,137,124,0,127,110,127,130,108,135,128,121,0,126,0,104,0,0,0,203,205,0,0,109.9,97.5,34.9,945.2,410.3
Nakifuma-Naggalama Town Council,Nakifuma-Naggalama Town Council,Mar-25,2266.7,125,125,0,131,110,129,131,0,131,111,129,132,111,132,131,110,0,133,0,47,69,0,0,165,600,0,0,109.9,97.5,34.9,945.2,410.3
Nabbaale Subcounty,Nabalanga Health Centre III,Jul-24,1708.3,22,12,0,27,30,22,27,22,27,30,23,27,32,22,25,28,9,37,37,30,0,24,17,66,0,41,0,82.9,73.5,26.3,712.4,309.2
Nabbaale Subcounty,Nabalanga Health Centre III,Aug-24,1708.3,16,13,0,17,18,19,17,21,17,18,20,17,18,20,17,18,23,31,32,24,13,3,0,32,0,44,0,82.9,73.5,26.3,712.4,309.2
Nabbaale Subcounty,Nabalanga Health Centre III,Sep-24,1708.3,18,12,0,20,22,26,20,26,20,22,26,20,22,26,20,22,26,43,39,39,13,2,4,64,0,48,0,82.9,73.5,26.3,712.4,309.2
Nabbaale Subcounty,Nabalanga Health Centre III,Oct-24,1708.3,20,20,0,22,15,22,19,0,22,15,22,22,15,22,22,15,22,26,43,24,0,88,70,94,0,66,68,82.9,73.5,26.3,712.4,309.2
Nabbaale Subcounty,Nabalanga Health Centre III,Nov-24,1708.3,21,11,3,27,27,14,27,14,27,27,14,27,27,14,13,27,35,20,21,0,0,308,20,61,0,57,0,82.9,73.5,26.3,712.4,309.2
Nabbaale Subcounty,Nabalanga Health Centre III,Dec-24,1708.3,5,3,2,4,16,5,11,13,10,26,22,10,26,22,10,26,0,28,22,19,0,0,0,82,0,92,0,82.9,73.5,26.3,712.4,309.2
Nabbaale Subcounty,Nabalanga Health Centre III,Jan-25,1708.3,20,9,12,17,18,23,32,40,32,35,40,32,35,40,32,35,0,27,0,23,18,7,3,93,0,104,0,82.9,73.5,26.3,712.4,309.2
Nabbaale Subcounty,Nabalanga Health Centre III,Feb-25,1708.3,21,17,10,42,31,34,42,34,42,31,34,42,31,34,42,31,34,42,0,40,19,5,1,93,0,52,14,82.9,73.5,26.3,712.4,309.2
Nabbaale Subcounty,Nabalanga Health Centre III,Mar-25,1708.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.9,73.5,26.3,712.4,309.2
Nabbaale Subcounty,Nabbaale Subcounty,Jul-24,1708.3,22,12,0,27,30,22,27,22,27,30,23,27,32,22,25,28,9,37,37,30,0,24,17,66,0,41,0,82.9,73.5,26.3,712.4,309.2
Nabbaale Subcounty,Nabbaale Subcounty,Aug-24,1708.3,16,13,0,17,18,19,17,21,17,18,20,17,18,20,17,18,23,31,32,24,13,3,0,32,0,44,0,82.9,73.5,26.3,712.4,309.2
Nabbaale Subcounty,Nabbaale Subcounty,Sep-24,1708.3,18,12,0,20,22,26,20,26,20,22,26,20,22,26,20,22,26,43,39,39,13,2,4,64,0,48,0,82.9,73.5,26.3,712.4,309.2
Nabbaale Subcounty,Nabbaale Subcounty,Oct-24,1708.3,20,20,0,22,15,22,19,0,22,15,22,22,15,22,22,15,22,26,43,24,0,88,70,94,0,66,68,82.9,73.5,26.3,712.4,309.2
Nabbaale Subcounty,Nabbaale Subcounty,Nov-24,1708.3,21,11,3,27,27,14,27,14,27,27,14,27,27,14,13,27,35,20,21,0,0,308,20,61,0,57,0,82.9,73.5,26.3,712.4,309.2
Nabbaale Subcounty,Nabbaale Subcounty,Dec-24,1708.3,5,3,2,4,16,5,11,13,10,26,22,10,26,22,10,26,0,28,22,19,0,0,0,82,0,92,0,82.9,73.5,26.3,712.4,309.2
Nabbaale Subcounty,Nabbaale Subcounty,Jan-25,1708.3,20,9,12,17,18,23,32,40,32,35,40,32,35,40,32,35,0,27,0,23,18,7,3,93,0,104,0,82.9,73.5,26.3,712.4,309.2
Nabbaale Subcounty,Nabbaale Subcounty,Feb-25,1708.3,21,17,10,42,31,34,42,34,42,31,34,42,31,34,42,31,34,42,0,40,19,5,1,93,0,52,14,82.9,73.5,26.3,712.4,309.2
Nabbaale Subcounty,Nabbaale Subcounty,Mar-25,1708.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.9,73.5,26.3,712.4,309.2
Nagojje Subcounty,Naggojje Health Centre III,Jul-24,3108.3,61,33,32,87,75,67,87,75,87,75,67,87,75,67,87,75,67,89,79,81,7,0,0,549,0,216,0,150.8,133.7,47.9,1296.2,562.6
Nagojje Subcounty,Naggojje Health Centre III,Aug-24,3108.3,50,30,16,81,101,72,80,87,81,101,72,80,98,72,81,101,72,83,83,43,15,0,0,98,0,217,0,150.8,133.7,47.9,1296.2,562.6
Nagojje Subcounty,Naggojje Health Centre III,Sep-24,3108.3,42,32,0,70,84,97,70,85,70,84,96,70,84,97,70,84,77,75,75,68,21,0,0,168,0,284,0,150.8,133.7,47.9,1296.2,562.6
Nagojje Subcounty,Naggojje Health Centre III,Oct-24,3108.3,28,24,24,40,37,46,32,43,40,37,40,40,36,42,40,36,42,40,40,38,3,0,0,338,0,280,0,150.8,133.7,47.9,1296.2,562.6
Nagojje Subcounty,Naggojje Health Centre III,Nov-24,3108.3,11,11,6,15,14,21,36,21,19,17,17,15,14,21,15,14,18,13,8,12,13,150,43,141,0,0,0,150.8,133.7,47.9,1296.2,562.6
Nagojje Subcounty,Naggojje Health Centre III,Dec-24,3108.3,52,25,0,71,84,68,35,84,35,84,68,35,84,68,35,84,68,39,17,37,17,0,0,2,0,135,0,150.8,133.7,47.9,1296.2,562.6
Nagojje Subcounty,Naggojje Health Centre III,Jan-25,3108.3,63,29,43,101,35,103,143,61,105,57,106,113,58,106,95,56,91,76,59,76,23,0,0,85,0,250,0,150.8,133.7,47.9,1296.2,562.6
Nagojje Subcounty,Naggojje Health Centre III,Feb-25,3108.3,59,25,0,129,54,116,83,0,102,64,111,120,55,142,102,69,0,116,0,112,11,0,0,197,0,1683,172,150.8,133.7,47.9,1296.2,562.6
Nagojje Subcounty,Naggojje Health Centre III,Mar-25,3108.3,49,37,33,89,84,108,180,91,91,83,93,90,83,88,90,84,70,77,77,0,41,0,0,170,0,96,0,150.8,133.7,47.9,1296.2,562.6
Nagojje Subcounty,Wagala Health Centre II,Jul-24,633.3,5,3,2,8,13,13,6,12,8,13,13,6,11,13,8,13,13,13,12,4,4,0,0,0,0,56,36,30.7,27.2,9.8,264.1,114.6
Nagojje Subcounty,Wagala Health Centre II,Aug-24,633.3,2,0,2,10,5,5,10,7,12,5,12,12,5,12,12,5,12,5,4,0,13,0,0,0,0,0,0,30.7,27.2,9.8,264.1,114.6
Nagojje Subcounty,Wagala Health Centre II,Sep-24,633.3,8,5,5,9,11,8,8,8,9,11,8,9,11,8,9,11,8,23,11,0,12,0,0,17,8,11,0,30.7,27.2,9.8,264.1,114.6
Nagojje Subcounty,Wagala Health Centre II,Oct-24,633.3,2,2,1,6,8,11,12,8,12,8,11,12,8,11,13,5,6,14,23,0,5,0,0,21,0,14,7,30.7,27.2,9.8,264.1,114.6
Nagojje Subcounty,Wagala Health Centre II,Nov-24,633.3,3,2,1,7,9,2,7,5,7,9,2,7,9,2,5,9,2,14,7,0,24,263,32,66,47,1539,194,30.7,27.2,9.8,264.1,114.6
Nagojje Subcounty,Wagala Health Centre II,Dec-24,633.3,4,4,0,6,15,10,5,0,7,15,10,3,15,10,6,15,0,11,0,0,0,0,0,79,26,40,35,30.7,27.2,9.8,264.1,114.6
Nagojje Subcounty,Wagala Health Centre II,Jan-25,633.3,5,9,0,13,6,20,10,13,11,9,6,3,8,20,11,10,15,19,13,0,12,0,0,36,26,29,0,30.7,27.2,9.8,264.1,114.6
Nagojje Subcounty,Wagala Health Centre II,Feb-25,633.3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,17,12,26,17,30.7,27.2,9.8,264.1,114.6
Nagojje Subcounty,Wagala Health Centre II,Mar-25,633.3,4,2,2,11,15,12,11,14,10,17,12,10,16,12,10,16,6,12,16,0,0,0,0,57,22,26,6,30.7,27.2,9.8,264.1,114.6
Nagojje Subcounty,Nagojje Subcounty,Jul-24,3741.7,66,36,34,95,88,80,93,87,95,88,80,93,86,80,95,88,80,102,91,85,11,0,0,549,0,272,36,181.5,160.9,57.6,1560.3,677.2
Nagojje Subcounty,Nagojje Subcounty,Aug-24,3741.7,52,30,18,91,106,77,90,94,93,106,84,92,103,84,93,106,84,88,87,43,28,0,0,98,0,217,0,181.5,160.9,57.6,1560.3,677.2
Nagojje Subcounty,Nagojje Subcounty,Sep-24,3741.7,50,37,5,79,95,105,78,93,79,95,104,79,95,105,79,95,85,98,86,68,33,0,0,185,8,295,0,181.5,160.9,57.6,1560.3,677.2
Nagojje Subcounty,Nagojje Subcounty,Oct-24,3741.7,30,26,25,46,45,57,44,51,52,45,51,52,44,53,53,41,48,54,63,38,8,0,0,359,0,294,7,181.5,160.9,57.6,1560.3,677.2
Nagojje Subcounty,Nagojje Subcounty,Nov-24,3741.7,14,13,7,22,23,23,43,26,26,26,19,22,23,23,20,23,20,27,15,12,37,413,75,207,47,1539,194,181.5,160.9,57.6,1560.3,677.2
Nagojje Subcounty,Nagojje Subcounty,Dec-24,3741.7,56,29,0,78,99,78,41,84,43,99,78,39,99,78,42,99,68,50,17,37,17,0,0,83,26,180,35,181.5,160.9,57.6,1560.3,677.2
Nagojje Subcounty,Nagojje Subcounty,Jan-25,3741.7,68,38,43,114,41,123,153,74,116,66,112,116,66,126,106,66,106,95,72,76,35,0,0,121,26,279,0,181.5,160.9,57.6,1560.3,677.2
Nagojje Subcounty,Nagojje Subcounty,Feb-25,3741.7,59,25,0,129,54,116,83,7,102,64,111,120,55,142,102,69,0,116,7,112,11,0,0,214,12,1709,189,181.5,160.9,57.6,1560.3,677.2
Nagojje Subcounty,Nagojje Subcounty,Mar-25,3741.7,53,39,35,100,99,120,191,105,101,100,105,100,99,100,100,100,76,89,93,0,41,0,0,227,22,122,6,181.5,160.9,57.6,1560.3,677.2
Nakisunga Subcounty,Joseph Mwanyanjiri Health Centre II,Jul-24,341.7,4,1,2,7,2,8,7,7,7,2,8,6,2,8,7,7,8,6,8,8,0,21,1,52,27,20,0,16.6,14.7,5.3,142.5,61.8
Nakisunga Subcounty,Joseph Mwanyanjiri Health Centre II,Aug-24,341.7,3,3,1,8,10,6,8,10,8,10,6,8,10,6,7,10,6,5,5,0,4,2,9,33,13,0,0,16.6,14.7,5.3,142.5,61.8
Nakisunga Subcounty,Joseph Mwanyanjiri Health Centre II,Sep-24,341.7,2,1,1,5,8,9,5,9,6,9,7,5,8,10,4,8,7,10,6,9,2,7,6,5,18,0,0,16.6,14.7,5.3,142.5,61.8
Nakisunga Subcounty,Joseph Mwanyanjiri Health Centre II,Oct-24,341.7,1,1,1,5,5,8,5,5,5,5,8,5,5,8,5,5,8,5,5,5,6,13,9,20,10,32,24,16.6,14.7,5.3,142.5,61.8
Nakisunga Subcounty,Joseph Mwanyanjiri Health Centre II,Nov-24,341.7,1,1,1,3,5,3,5,5,3,5,3,3,5,3,3,6,3,6,6,6,1,69,0,88,68,124,142,16.6,14.7,5.3,142.5,61.8
Nakisunga Subcounty,Joseph Mwanyanjiri Health Centre II,Dec-24,341.7,1,0,0,4,3,4,4,0,4,3,4,4,3,4,4,3,0,2,0,0,1,0,0,12,18,7,21,16.6,14.7,5.3,142.5,61.8
Nakisunga Subcounty,Joseph Mwanyanjiri Health Centre II,Jan-25,341.7,6,0,0,6,4,6,12,0,6,4,6,6,4,5,7,4,0,9,0,8,8,0,0,26,15,28,24,16.6,14.7,5.3,142.5,61.8
Nakisunga Subcounty,Joseph Mwanyanjiri Health Centre II,Feb-25,341.7,8,3,1,17,7,8,19,0,17,7,8,17,7,8,17,7,0,16,10,12,5,2,1,83,53,81,61,16.6,14.7,5.3,142.5,61.8
Nakisunga Subcounty,Joseph Mwanyanjiri Health Centre II,Mar-25,341.7,7,1,3,11,15,8,19,8,11,15,8,11,15,8,11,15,8,6,6,0,1,0,0,45,26,35,24,16.6,14.7,5.3,142.5,61.8
Nakisunga Subcounty,Katente Health Centre II,Jul-24,608.3,8,8,8,7,5,8,13,5,7,5,8,6,7,5,7,6,8,17,8,15,0,0,0,16,0,549,239,29.5,26.2,9.4,253.7,110.1
Nakisunga Subcounty,Katente Health Centre II,Aug-24,608.3,4,4,4,7,11,3,10,10,7,11,3,7,11,3,7,11,3,9,14,9,6,0,0,8,6,25,8,29.5,26.2,9.4,253.7,110.1
Nakisunga Subcounty,Katente Health Centre II,Sep-24,608.3,17,12,12,8,8,11,14,14,8,8,11,8,8,11,8,11,11,10,10,8,1,0,0,28,23,44,26,29.5,26.2,9.4,253.7,110.1
Nakisunga Subcounty,Katente Health Centre II,Oct-24,608.3,5,4,4,7,13,11,15,15,13,10,8,13,10,11,7,22,8,4,3,3,0,0,0,74,52,473,235,29.5,26.2,9.4,253.7,110.1
Nakisunga Subcounty,Katente Health Centre II,Nov-24,608.3,12,7,7,15,7,6,16,7,15,7,6,15,7,6,13,7,6,18,10,15,2,121,169,30,41,151,126,29.5,26.2,9.4,253.7,110.1
Nakisunga Subcounty,Katente Health Centre II,Dec-24,608.3,7,0,7,0,0,0,8,11,9,11,6,9,11,6,9,11,0,10,5,5,5,0,0,21,21,64,72,29.5,26.2,9.4,253.7,110.1
Nakisunga Subcounty,Katente Health Centre II,Jan-25,608.3,14,9,14,9,10,7,24,18,16,16,16,16,15,16,16,16,16,15,16,9,6,0,0,37,30,55,55,29.5,26.2,9.4,253.7,110.1
Nakisunga Subcounty,Katente Health Centre II,Feb-25,608.3,13,7,0,10,14,11,23,0,11,14,11,11,14,11,11,14,11,67,4,30,8,0,0,27,30,78,81,29.5,26.2,9.4,253.7,110.1
